KIP IU +21.423300 -158.015000   +70.0 "BCE BCN BCZ BHE BHN BHZ EHE EHN EHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ LME LMN LMZ LOG MHE MHN MHZ SHE SHN SHZ UGZ UHE UHN UHZ UME UMN UMZ VE1 VGZ VHE VHN VHZ VK1 VKI VME VMN VMZ" "Kipapa, Hawaii, USA" 1988,228,00:00:00 2599,365,23:59:59
KMBO IU -01.126800 +037.252300 +1960.0 "BC0 BC1 BCI BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCE SCI SCN SCZ SHE SHN SHZ UE1 UHE UHN UHZ UKI VE1 VHE VHN VHZ VK1 VKI VME VMN VMZ" "Kilima Mbogo, Kenya" 1995,260,00:00:00 2599,365,23:59:59
KNB US +37.016610 -112.822420 +1715.0 "BHE BHN BHZ LHE LHN LHZ" "Kanab, Kane County, Utah, USA" 1995,137,00:00:00 2599,365,23:59:59
KONO IU +59.649100 +009.598200  +216.0 "BC0 BC1 BCI BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ UCE UCI UCN UCZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Kongsberg, Norway" 1991,171,00:00:00 1997,260,00:00:00
KONO IU +59.649100 +009.598200  +216.0 "BC0 BC1 BCI BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ UCE UCI UCN UCZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Kongsberg, Norway" 1997,260,00:00:00 2599,365,23:59:59
KOWA IU +14.496700 -004.014000  +321.0 "BC0 BC1 BCI BHE BHN BHZ HHE HHN HHZ LHE LHN LHZ SCI SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Kowa, Mali" 1998,067,00:00:00 2599,365,23:59:59
LBNH US +44.240110 -071.925890  +367.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ" "Lisbon, New Hampshire, USA" 1993,226,00:00:00 2599,365,23:59:59
LCO IU -29.011100 -070.701000 +2299.0 "BHE BHN BHZ BLE BLN BLZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ UME UMN UMZ VHE VHN VHZ" "Las Campanas Astronomical Observatory, Chile" 1998,354,00:00:00 2599,365,23:59:59
LDS LB +37.242500 -113.351390 +1101.0 "BHE BHN BHZ LHE LHN LHZ" "Leeds, Washington County, Utah, USA" 1996,358,00:00:00 1998,168,00:00:00
LGU CI +34.108200 -119.065900  +381.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Laguna Peak, California, USA" 1999,165,00:00:00 2599,365,23:59:59
LKWY US +44.565190 -110.400000 +2424.0 "BHE BHN BHZ LHE LHN LHZ" "Lake (Yellowstone--Lake), Wyoming, USA" 1995,284,00:00:00 2599,365,23:59:59
LSCT US +41.678390 -073.224390  +318.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ" "Lakeside, Connecticut, USA" 1993,218,00:00:00 2599,365,23:59:59
LSZ IU -15.276600 +028.188200 +1184.0 "BCE BCI BCN BCZ BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VKI VME VMN VMZ" "Lusaka, Zambia" 1994,217,00:00:00 1995,324,07:00:00
LSZ IU -15.276600 +028.188200 +1184.0 "BCE BCI BCN BCZ BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VKI VME VMN VMZ" "Lusaka, Zambia" 1995,324,07:00:00 2599,365,23:59:59
LTX US +29.333889 -103.666946 +1013.0 "BHE BHN BHZ HHE HHN HHZ LHE LHN LHZ" "Lajitas, Texas, USA" 1993,035,00:00:00 2599,365,23:59:59
LVC IU -22.612800 -068.911300 +2195.0 "BC0 BC1 BCI BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Limon Verde, Chile" 1996,337,00:00:00 2599,365,23:59:59
MA2 IU +59.575600 +150.770000  +339.0 "BC1 BCE BCI BCN BCZ BHE BHN BHZ EHE EHN EHZ LHE LHN LHZ SC1 SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Magadan, Russia" 1993,260,00:00:00 1997,040,02:42:00
MA2 IU +59.575600 +150.770000  +339.0 "BC1 BCE BCI BCN BCZ BHE BHN BHZ EHE EHN EHZ LHE LHN LHZ SC1 SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Magadan, Russia" 1997,040,02:42:00 1997,239,00:00:00
MA2 IU +59.575600 +150.770000  +339.0 "BC1 BCE BCI BCN BCZ BHE BHN BHZ EHE EHN EHZ LHE LHN LHZ SC1 SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Magadan, Russia" 1997,239,00:00:00 1997,265,04:30:00
MA2 IU +59.575600 +150.770000  +339.0 "BC1 BCE BCI BCN BCZ BHE BHN BHZ EHE EHN EHZ LHE LHN LHZ SC1 SCE SCI SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Magadan, Russia" 1997,265,04:30:00 2599,365,23:59:59
MAJO IU +36.542500 +138.207300  +405.0 "BC0 BCI BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SHE SHN SHZ UE1 UHE UHN UHZ UME UMN UMZ VHE VHN VHZ VK1 VME VMN VMZ" "Matsushiro, Japan" 1990,230,00:00:00 1997,323,00:00:00
MAJO IU +36.542500 +138.207300  +405.0 "BC0 BCI BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SHE SHN SHZ UE1 UHE UHN UHZ UME UMN UMZ VHE VHN VHZ VK1 VME VMN VMZ" "Matsushiro, Japan" 1997,323,00:00:00 2599,365,23:59:59
MAKZ IU +46.808000 +081.977000  +600.0 "BC0 BC1 BCI BCZ BE2 BE3 BE4 BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Makanchi, Kazakhstan" 1996,258,00:00:00 2599,365,23:59:59
MCWV US +39.658110 -079.845610  +280.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ" "Mont Chateau, West Virginia, USA" 1991,087,00:00:00 2599,365,23:59:59
MIAR US +34.545390 -093.576500  +207.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ" "Mount Ida, Arkansas, USA" 1992,267,00:00:00 2599,365,23:59:59
MIDW IU +28.215700 -177.369700   +18.0 "BC0 BH1 BH2 BHZ LH1 LH2 LHZ UH1 UH2 UHZ VE1 VH1 VH2 VHZ VK1" "Midway Island, USA" 1999,296,00:00:00 2599,365,23:59:59
MLAC CI +37.630100 -118.836100 +2134.0 "BHE BHN BHZ BLE BLN BLZ HHE HHN HHZ HLE HLN HLZ LDI LDO LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VHE VHN VHZ" "Mammoth Lakes, California, USA" 1992,309,00:00:00 2599,365,23:59:59
MNV US +38.432800 -118.153110 +1524.0 "BHE BHN BHZ LHE LHN LHZ" "Mina, Nevada, USA" 1994,356,00:00:00 2599,365,23:59:59
MPM CI +36.058000 -117.489000  +185.3 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Manuel Prospect Mine, California, USA" 1998,176,00:00:00 2599,365,23:59:59
MSKU IU -01.655700 +013.611600  +312.0 "BC0 BC1 BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Masuku, Gabon" 1999,058,00:00:00 2599,365,23:59:59
MTL CI +34.268800 -118.237400  +471.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Mount Lukens, California, USA" 1999,124,00:00:00 2599,365,23:59:59
MVU LB +38.503750 -112.212330 +2239.0 "BHE BHN BHZ LHE LHN LHZ" "Marysvale, Piute County, Utah, USA" 1998,342,00:00:00 2599,365,23:59:59
MWC CI +34.223700 -118.052900 +1696.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Mount Wilson, California, USA" 1996,283,00:00:00 2599,365,23:59:59
MYNC US +35.073890 -084.127890  +550.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ" "Murphy, North Carolina, USA" 1993,090,00:00:00 2599,365,23:59:59
NAI IU -01.273900 +036.803700 +1692.0 "BCE BCN BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Nairobi, Kenya" 1995,005,00:00:00 1995,261,00:00:00
NEE CI +34.824800 -114.599400  +139.0 "BHE BHN BHZ BLE BLN BLZ HHE HHN HHZ HLE HLN HLZ LDI LDO LHE LHN LHZ LLE LLN LLZ LXZ UHE UHN UHZ UXZ VHE VHN VHZ VXZ" "Needles, California, USA" 1993,110,00:00:00 2599,365,23:59:59
NEW US +48.263330 -117.120000  +760.0 "BHE BHN BHZ BLE BLN BLZ EHZ HLE HLN HLZ LHE LHN LHZ SHU SHZ" "Newport, Washington, USA" 1993,317,00:00:00 2599,365,23:59:59
NWAO IU -32.926600 +117.233300  +265.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HH1 HH2 HHE HHN HHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ SHZ UCE UCI UCN UCZ UHE UHN UHZ VE1 VHE VHN VHZ VK1" "Narrogin, Australia" 1991,329,00:00:00 1998,289,04:00:00
NWAO IU -32.926600 +117.233300  +265.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HH1 HH2 HHE HHN HHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ SHZ UCE UCI UCN UCZ UHE UHN UHZ VE1 VHE VHN VHZ VK1" "Narrogin, Australia" 1998,289,04:00:00 2599,365,23:59:59
OCWA US +47.748910 -124.178090  +671.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ" "Octopus Mountain, Washington, USA" 1998,240,00:00:00 2599,365,23:59:59
OSI CI +34.614500 -118.723500  +706.0 "BHE BHN BHZ BLE BLN BLZ EDO HLE HLN HLZ LDI LDO LEB LHE LHN LHZ LKI LLE LLN LLZ UHE UHN UHZ UME UMN UMZ VHE VHN VHZ" "Osito Adit, California, USA" 1995,179,00:00:00 2599,365,23:59:59
OXF US +34.511810 -089.409200  +101.0 "BHE BHN BHZ BLE BLN BLZ HLE HLN HLZ LHE LHN LHZ" "Oxford, Mississippi, USA" 1993,260,00:00:00 2599,365,23:59:59
PAB IU +39.545800 -004.348300  +925.0 "BHE BHN BHZ ELE ELN ELZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "San Pablo, Spain" 1992,294,00:00:00 1998,014,10:40:00
PAB IU +39.545800 -004.348300  +925.0 "BHE BHN BHZ ELE ELN ELZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "San Pablo, Spain" 1998,014,10:40:00 2599,365,23:59:59
PAS CI +34.148400 -118.171100  +257.0 "BHE BHN BHZ ELE ELN ELZ HLE HLN HLZ LDI LDO LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ UME UMN UMZ VHE VHN VHZ" "Pasadena, California, USA" 1996,030,00:00:00 2599,365,23:59:59
PAYG IU -00.674100 -090.286300  +295.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HH1 HH2 HHE HHN HHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ SCI SH1 SH2 SHE SHN SHZ UH1 UH2 UHE UHN UHZ VE1 VH1 VH2 VHE VHN VHZ VK1" "Puerto Ayora, Galapagos Islands" 1998,170,00:00:00 2599,365,23:59:59
PD01 IM +42.776500 -109.583200 +2199.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD02 IM +42.778200 -109.566400 +2218.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD03 IM +42.775900 -109.549600 +2293.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD04 IM +42.766000 -109.574400 +2184.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD05 IM +42.770400 -109.566600 +2184.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD06 IM +42.766700 -109.558300 +2224.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD07 IM +42.770400 -109.544500 +2330.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD08 IM +42.758900 -109.583600 +2190.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD09 IM +42.761800 -109.567200 +2208.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD10 IM +42.759500 -109.557000 +2216.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD11 IM +42.752600 -109.576900 +2182.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD12 IM +42.755100 -109.563100 +2186.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD13 IM +42.755100 -109.549700 +2337.0 "SHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PD31 IM +42.766700 -109.557900 +2214.0 "BHE BHN BHZ" "-" 1991,001,00:00:00 2599,365,23:59:59
PET IU +53.023500 +158.649800  +150.0 "BC0 BCE BCN BCZ BHE BHN BHZ EHE EHN EHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SC1 SCE SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VKI VME VMN VMZ" "Petropavlovsk, Russia" 1993,240,00:00:00 1995,210,00:00:00
PET IU +53.023500 +158.649800  +150.0 "BC0 BCE BCN BCZ BHE BHN BHZ EHE EHN EHZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SC1 SCE SCN SCZ SHE SHN SHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VKI VME VMN VMZ" "Petropavlovsk, Russia" 1995,210,00:00:00 2599,365,23:59:59
PFO CI +33.611500 -116.459400 +1245.0 "BH1 BH2 BHE BHN BHZ BL1 BL2 BLE BLN BLZ EDO EGE EGN EGZ EH1 EH2 EHE EHN EHZ ELE ELN ELZ HH1 HH2 HHE HHN HHZ HL1 HL2 HLE HLN HLZ LDO LEB LGE LGN LGZ LHE LHN LHZ LKI LLE LLN LLZ LOG MHE MHN MHZ MLE MLN MLZ SHE SHN SHZ SLE SLN SLZ UGZ UHE UHN UHZ UME UMN UMZ VGZ VHE VHN VHZ VLE VLN VLZ VME VMN VMZ WDO" "Pinyon Flat, California, USA" 1990,304,00:00:00 2599,365,23:59:59
PHL CI +35.408200 -120.545500  +351.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VHE VHN VHZ" "Parkhill, California, USA" 1997,204,00:00:00 2599,365,23:59:59
PLM CI +33.353700 -116.862700 +1660.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Palomar, California, USA" 1997,098,00:00:00 2599,365,23:59:59
PMG IU -09.409200 +147.153900   +67.0 "BC0 BCE BCI BCN BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Port Moresby, New Guinea" 1993,253,00:00:00 1997,231,00:00:00
PMG IU -09.409200 +147.153900   +67.0 "BC0 BCE BCI BCN BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Port Moresby, New Guinea" 1997,231,00:00:00 2599,365,23:59:59
PMSA IU -64.774199 -064.049000   +10.0 "BHE BHN BHZ LHE LHN LHZ UE1 UHE UHN UHZ VE1 VEC VHE VHN VHZ VK1 VKC VKI VME VMN VMZ" "Palmer Station, Antarctica" 1993,062,00:00:00 2599,365,23:59:59
POHA IU +19.757500 -155.532500 +1967.0 "BC0 BH1 BH2 BHZ HLE HLN HLZ LH1 LH2 LHZ LLE LLN LLZ UH1 UH2 UHZ VE1 VH1 VH2 VHZ VK1" "Pohakuloa, Hawaii, USA" 1999,317,00:00:00 2599,365,23:59:59
PTCN IU -25.072830 -130.094670  +195.0 "BC0 BCI BHE BHN BHZ LHE LHN LHZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Pitcarn Island, South Pacific" 1996,364,00:00:00 2599,365,23:59:59
PTGA IU -00.730800 -059.966600  +237.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HH1 HH2 HHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ UE1 UH1 UH2 UHE UHN UHZ VE1 VH1 VH2 VHE VHN VHZ VK1 VKI" "Pitinga, Brazil" 1995,319,00:00:00 2599,365,23:59:59
RAIO IU +46.040300 -122.885100    +1.0 "BHE BHN BHZ LHE LHN LHZ UHE UHN UHZ VHE VHN VHZ" "Rainier, Oregon, USA" 1995,242,00:00:00 1997,128,00:00:00
RAIO IU +46.040300 -122.885100   +11.0 "BHE BHN BHZ LHE LHN LHZ UHE UHN UHZ VHE VHN VHZ" "Rainier, Oregon, USA" 1997,128,00:00:00 2599,365,23:59:59
RAR IU -21.212500 -159.773300   +28.0 "BH1 BH2 BHE BHN BHU BHV BHW BHZ LH1 LH2 LHE LHN LHU LHV LHW LHZ LOG UGZ UH1 UH2 UHE UHN UHU UHV UHW UHZ VE1 VGZ VH1 VH2 VHE VHN VHU VHV VHW VHZ VK1 VMU VMV VMW" "Rarotonga, Cook Islands" 1992,067,00:00:00 1997,302,19:40:00
RAR IU -21.212500 -159.773300   +28.0 "BH1 BH2 BHE BHN BHU BHV BHW BHZ LH1 LH2 LHE LHN LHU LHV LHW LHZ LOG UGZ UH1 UH2 UHE UHN UHU UHV UHW UHZ VE1 VGZ VH1 VH2 VHE VHN VHU VHV VHW VHZ VK1 VMU VMV VMW" "Rarotonga, Cook Islands" 1997,302,19:40:00 2599,365,23:59:59
RCBR IU -05.827500 -035.901400  +420.0 "BC0 BC1 BH1 BH2 BHZ HH1 HH2 HHZ HLE HLN HLZ LH1 LH2 LHZ LLE LLN LLZ UE1 UH1 UH2 UHZ VE1 VH1 VH2 VHZ VK1" "Riachuelo, Brazil" 1999,060,00:00:00 2599,365,23:59:59
RPV CI +33.743300 -118.404300   +64.0 "BHE BHN BHZ BLE BLN BLZ HHE HHN HHZ HLE HLN HLZ LDI LDO LHE LHN LHZ LLE LLN LLZ LXZ UHE UHN UHZ UXZ VHE VHN VHZ VXZ" "Rancho Palos Verdes, California, USA" 1993,132,00:00:00 2599,365,23:59:59
RSNY US +44.548330 -074.530000  +396.0 "LHE LHN LHZ MHE MHN MHZ SHE SHN SHZ" "Adirondack, New York, USA" 1992,001,00:00:00 1995,250,00:00:00
RSSD IU +44.120420 -104.036190 +2060.0 "BC0 BH1 BH2 BHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ MHE MHN MHZ SHE SHN SHZ UH1 UH2 UHZ VE1 VH1 VH2 VHZ VK1" "Black Hills, South Dakota, USA" 1999,267,00:00:00 2599,365,23:59:59
RSSD US +44.120420 -104.036190 +2060.0 "BC0 BH1 BH2 BHZ HLE HLN HLZ LH1 LH2 LHE LHN LHZ LLE LLN LLZ MHE MHN MHZ SHE SHN SHZ UH1 UH2 UHZ VE1 VH1 VH2 VHZ VK1" "Black Hills, South Dakota, USA" 1992,001,00:00:00 1999,267,00:00:00
SBA IU -77.849120 +166.757290   +20.0 "BC0 BCI BHE BHN BHZ HHE HHN HHZ LCI LDO LEA LED LEP LHE LHN LHZ LID LKD LKO LKP LWD LWS VDO VE1 VHE VHN VHZ VK1 VKI VKO VWD VWS" "Scott Base, Antarctica" 1998,301,00:00:00 2599,365,23:59:59
SBC CI +34.440800 -119.714900   +61.0 "BHE BHN BHZ EDO ELE ELN ELZ HLE HLN HLZ LDO LEB LHE LHN LHZ LKI LLE LLN LLZ UHE UHN UHZ UME UMN UMZ VHE VHN VHZ" "Santa Barbara, California, USA" 1990,354,00:00:00 2599,365,23:59:59
SDD CI +33.553100 -117.661800  +914.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Saddleback College, California, USA" 1999,124,00:00:00 2599,365,23:59:59
SDV IU +08.879000 -070.633000 +1550.0 "BCE BCN BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Santo Domingo, Venezuela" 1994,231,00:00:00 1998,142,18:30:00
SDV IU +08.879000 -070.633000 +1550.0 "BCE BCN BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Santo Domingo, Venezuela" 1998,142,18:30:00 2599,365,23:59:59
SEO IU +37.566700 +126.966700   +86.0 "EHE EHN EHZ SHE SHN SHZ" "Seoul, South Korea" 1994,330,00:00:00 1995,185,00:00:00
SFJ IU +66.996700 -050.615600  +365.0 "BC0 BCI BCZ BHE BHN BHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UE1 UHE UHN UHZ VE1 VHE VHN VHZ VK1 VME VMN VMZ" "Sondre Stromfjord, Greenland" 1996,081,00:00:00 2599,365,23:59:59
SJG IU +18.111700 -066.150000  +457.0 "BC0 BCI BHE BHN BHZ ELE ELN ELZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ LOG UE1 UGZ UHE UHN UHZ VE1 VGZ VHE VHN VHZ VK1 VME VMN VMZ" "San Juan, Puerto Rico" 1993,146,00:00:00 1997,255,00:00:00
SJG IU +18.111700 -066.150000  +457.0 "BC0 BCI BHE BHN BHZ ELE ELN ELZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ LOG UE1 UGZ UHE UHN UHZ VE1 VGZ VHE VHN VHZ VK1 VME VMN VMZ" "San Juan, Puerto Rico" 1997,255,00:00:00 2599,365,23:59:59
SLA CI +35.890800 -117.283400 +1190.0 "BHE BHN BHZ LHE LHN LHZ LLE LLN LLZ VHE VHN VHZ" "Slate Mt., California, USA" 1999,040,00:00:00 2599,365,23:59:59
SMTC CI +32.948900 -115.720300    +3.0 "BHE BHN BHZ BLE BLN BLZ ELE ELN ELZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ UHE UHN UHZ VHE VHN VHZ" "Superstition Mountain, California, USA" 1993,188,00:00:00 1996,005,00:00:00
SNCC CI +33.248000 -119.524000  +227.0 "BHE BHN BHZ BLE BLN BLZ EDO HLE HLN HLZ LDI LDO LEB LHE LHN LHZ LKI LLE LLN LLZ LXZ UHE UHN UHZ UME UMN UMZ UXZ VHE VHN VHZ VXZ" "San Nicolas Island, California, USA" 1994,147,00:00:00 2599,365,23:59:59
SNZO IU -41.310300 +174.704600   +62.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LCI LH1 LH2 LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ SLZ UCE UCI UCN UCZ UE1 UH1 UH2 UHE UHN UHZ VCI VE1 VH1 VH2 VHE VHN VHZ VK1" "South Karori, New Zealand" 1992,098,00:00:00 1997,323,00:00:00
SNZO IU -41.310300 +174.704600   +62.0 "BC0 BC1 BCI BH1 BH2 BHE BHN BHZ HHE HHN HHZ HLE HLN HLZ LCI LH1 LH2 LHE LHN LHZ LLE LLN LLZ SCI SHE SHN SHZ SLZ UCE UCI UCN UCZ UE1 UH1 UH2 UHE UHN UHZ VCI VE1 VH1 VH2 VHE VHN VHZ VK1" "South Karori, New Zealand" 1997,323,00:00:00 2599,365,23:59:59
SPA IU -89.995400 +115.000000 +2927.0 "BCI BH1 BH2 BHE BHN BHZ HHE HHN HHZ LCI LGZ LH1 LH2 LHE LHN LHZ LOG SCI SHE SHN SHZ UCI UE1 UGZ UH1 UH2 UHE UHN UHZ VCI VE1 VGZ VH1 VH2 VHE VHN VHZ VK1 VME VMN VMZ" "South Pole, Antarctica" 1991,352,00:00:00 1996,344,00:00:00
SPA IU -90.000000 +000.000000 +2927.0 "BCI BH1 BH2 BHE BHN BHZ HHE HHN HHZ LCI LGZ LH1 LH2 LHE LHN LHZ LOG SCI SHE SHN SHZ UCI UE1 UGZ UH1 UH2 UHE UHN UHZ VCI VE1 VGZ VH1 VH2 VHE VHN VHZ VK1 VME VMN VMZ" "South Pole, Antarctica" 1996,344,00:00:00 1997,330,00:00:00
SPA IU -90.000000 +000.000000 +2927.0 "BCI BH1 BH2 BHE BHN BHZ HHE HHN HHZ LCI LGZ LH1 LH2 LHE LHN LHZ LOG SCI SHE SHN SHZ UCI UE1 UGZ UH1 UH2 UHE UHN UHZ VCI VE1 VGZ VH1 VH2 VHE VHN VHZ VK1 VME VMN VMZ" "South Pole, Antarctica" 1997,330,00:00:00 2599,365,23:59:59
SSPA IU +40.640100 -077.891400  +352.0 "BHE BHN BHZ LHE LHN LHZ UCI UHE UHN UHZ VE1 VHE VHN VHZ VK1" "Standing Stone, Pennsylvania" 1994,335,00:00:00 1997,092,00:00:00
SSPA IU +40.640100 -077.891400  +352.0 "BHE BHN BHZ LHE LHN LHZ UCI UHE UHN UHZ VE1 VHE VHN VHZ VK1" "Standing Stone, Pennsylvania" 1997,092,00:00:00 2599,365,23:59:59
SVD CI +34.106500 -117.098300  +574.0 "BCE BHE BHN BHZ EDO ELE ELN ELZ HHE HHN HHZ HLE HLN HLZ LDO LHE LHN LHZ LKI LLE LLN LLZ UHE UHN UHZ VHE VHN VHZ" "Seven Oaks Dam, California, USA" 1990,338,00:00:00 2599,365,23:59:59
TATO IU +24.975400 +121.488100   +53.0 "BHE BHN BHZ BLE BLN BLZ ELE ELN ELZ HHE HHN HHZ HLE HLN HLZ LHE LHN LHZ LLE LLN LLZ SHZ SLZ UHE UHN UHZ VE1 VHE VHN VHZ VK1" "Taipei, Taiwan" 1992,270,00:00:00 2599,365,23:59:59
TBT IU +28.679400 -017.914500  +180.0 "BHE BHN BHZ ELE ELN ELZ LHE LHN LHZ UCI UHE UHN UHZ VHE VHN VHZ" "Taburiente, Canary Islands, Spain" 1993,076,00:00:00 2599,365,23:59:59
